event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
MLI30642,01-Aug-23,2023,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Mali),,3,Civilians (Mali),Labor Group (Mali),7,37,Civilian targeting,466,Western Africa,Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Studio Tamani,National,"On 1 August 2023, two unidentified gunmen abducted a tricycle driver and his assistant in the city of Gao (Gao, Gao). After being tied up and beaten, they managed to escape. The gunmen left with the tricycle.",0,,1702343150
MLI30623,31-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dan Na Ambassagou,,4,24,,466,Western Africa,Mali,Mopti,Bandiagara,Pignari Bana,Sangou,14.7119,-3.8223,1,Twitter; Undisclosed Source,Local partner-Other,"On 31 July 2023, presumed JNIM militants and Dan Na Ambassagou militiamen clashed in Sangou (Bandiagara, Mopti). Six people were killed.",6,,1691427731
MLI30631,31-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dozo Communal Militia (Mali),,4,24,,466,Western Africa,Mali,Segou,Niono,Sirifila Boundy,Tissana,14.3637,-5.9112,1,Undisclosed Source,Local partner-Other,"On 31 July 2023, JNIM militants attempted to assassinate a Donso chief in the village of Tissana (Niono, Segou). The Donso chief was severely wounded and transported to the health center in Niono (Niono, Segou).",0,,1691427731
MLI30638,31-Jul-23,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Konna,Konna,14.9441,-3.8904,1,Undisclosed Source,Local partner-Other,"On 31 July 2023, presumed JNIM militants fired gunshots at a boat in Konna (Mopti, Mopti). The boat was travelling from the Timbuktu to Mopti. There were no casualties.",0,,1691427731
MLI30649,31-Jul-23,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Mopti,Koro,Koro,Zon,13.8486,-3.1227,1,Studio Tamani,Subnational,"Property destruction: On 31 July 2023, presumed JNIM militants sabotaged cell phone installation in the village of Zon (Koro, Mopti).",0,,1702343150
MLI30616,30-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),Police Forces of Mali (2021-) Gendarmerie,1,12,,466,Western Africa,Mali,Segou,Baraoueli,Konobougou,Konobougou,12.9191,-6.7591,1,Facebook; Undisclosed Source,Local partner-Other,"On 30 July 2023, presumed JNIM militants attacked gendarmerie and FORSAT positions in the town of Konobougou (Baroueli, Segou). The militants used RPG launchers (three warheads reportedly fired) in the attack causing damages to the facility in addition to riddling it with bullets. Three pickup trucks were seized, and one pickup truck and two motorcycles were burned. One militant was reportedly wounded.",0,,1691427731
MLI30630,30-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Islamic State (Sahel),,2,22,,466,Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Tin-Awoussouk,15.3089,-1.1358,1,Undisclosed Source,Local partner-Other,"On 30 July 2023, JNIM and IS Sahel militants clashed in Tin-Awoussouk (Gourma-Rharous, Tombouctou), located southwest of NDaki (Gourma-Rharous, Tombouctou). Casualties unknown.",0,,1691427731
MLI30639,30-Jul-23,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Djenne,Fakala,Kombaka,13.9663,-4.2375,1,Undisclosed Source,Local partner-Other,"On 30 July 2023, presumed JNIM militants fired gunshots at the village of Kombaka (Djenne, Mopti). There were no casualties. Residents had left the village after a village chief previously was assassinated, although some had returned a few days later, but all again left after this latest incident.",0,,1691427731
MLI30624,30-Jul-23,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Mopti,Djenne,Fakala,Tondaka,14.1806,-4.1205,1,Twitter; Undisclosed Source,Local partner-Other,"Looting: On 30 July 2023, presumed JNIM militants simultaneously attacked the villages of Tondaka (Djenne, Mopti), Bambarawel (Djenne, Mopti), Guidiowel (Djenne, Mopti), and Goundaka (Djenne, Mopti). Hundreds of heads of livestock were seized in the four villages. There were no casualties in Tondaka.",0,,1694451438
MLI30627,30-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dan Na Ambassagou,,4,24,,466,Western Africa,Mali,Mopti,Djenne,Fakala,Bambarawel,14.164,-4.1233,2,Signal; Twitter; Undisclosed Source,Local partner-Other,"On 30 July 2023, presumed JNIM militants simultaneously attacked the villages of Bambarawel (Djenne, Mopti), Tondaka (Djenne, Mopti), Guidiowel (Djenne, Mopti), and Goundaka (Djenne, Mopti). One Dan Na Ambassagou militiaman was killed between Bambarawel and Tondaka. Hundreds of heads of livestock were seized in the four villages. JNIM claimed responsibility in an audio statement.",1,,1694451438
MLI30628,30-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dan Na Ambassagou,,4,24,,466,Western Africa,Mali,Mopti,Djenne,Fakala,Guidiowel,14.0715,-4.1979,1,Signal; Twitter; Undisclosed Source,Local partner-Other,"On 30 July 2023, presumed JNIM militants simultaneously attacked the villages of Guidiowel (Djenne, Mopti), Bambarawel (Djenne, Mopti), Tondaka (Djenne, Mopti), and Goundaka (Djenne, Mopti). Two Dan Na Ambassagou militiamen were killed and a weapon seized. Hundreds of heads of livestock seized. JNIM claimed responsibility in an audio statement.",2,,1694451438
MLI30629,30-Jul-23,2023,1,Strategic developments,Strategic developments,Looting/property destruction,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Mopti,Djenne,Fakala,Goundaka,14.0674,-4.1808,1,Twitter; Undisclosed Source,Local partner-Other,"Looting: On 30 July 2023, presumed JNIM militants simultaneously attacked the villages of Goundaka (Djenne, Mopti), Bambarawel (Djenne, Mopti), Tondaka (Djenne, Mopti), and Guidiowel (Djenne, Mopti) . Hundreds of heads of livestock seized.",0,,1694451438
MLI30615,29-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Mopti,Djenne,Kewa,Kouakourou,14.2223,-4.4959,1,Undisclosed Source,Local partner-Other,"On 29 July 2023, presumed JNIM militants fired gunshots (harassment fire) at the FAMa camp in Kouakourou (Djenne, Mopti). Animals were reportedly hit by the gunfire.",0,,1691427731
MLI30637,29-Jul-23,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),Fishers (Mali),7,27,Civilian targeting,466,Western Africa,Mali,Mopti,Djenne,Fakala,Sofara,14.0167,-4.2333,1,Twitter; Undisclosed Source,Local partner-Other,"On 29 July 2023, presumed JNIM militants fired gunshots at fishermen along the riverbank in the town of Sofara (Djenne, Mopti). There were no casualties.",0,,1691427731
MLI30641,29-Jul-23,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Mopti,Mopti,Kounari,Foussi,14.7285,-4.0046,1,Undisclosed Source,Local partner-Other,"On 29 July 2023, a FAMa and Wagner patrol killed two persons and arrested several others in the village of Foussi (Kounari, Mopti).",2,,1691427731
MLI30648,29-Jul-23,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Islamic State (Sahel),,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Gao,Ansongo,Ouattagouna,Karou,15.1222,0.6437,1,Undisclosed Source,Local partner-Other,"Looting: On 29 July 2023, presumed IS Sahel militants looted a food storage in the village of Karou (Ansongo, Gao).",0,,1691427731
MLI30622,29-Jul-23,2023,1,Political violence,Battles,Armed clash,Islamic State (Sahel),,2,MSA: Movement for Azawad Salvation,,3,23,,466,Western Africa,Mali,Gao,Ansongo,Talataye,Tin Techori,16.817,1.7061,2,Al Naba,International,"On 29 July 2023, IS Sahel claimed to have killed two MSA militiamen in clashes in the area of Tin Techori (Ansongo, Gao).",2,,1693859501
MLI30634,29-Jul-23,2023,1,Political violence,Violence against civilians,Attack,Islamic State (Sahel),,2,Civilians (Mali),Arab Ethnic Group (Mali); Wagner Group,7,27,Civilian targeting,466,Western Africa,Mali,Menaka,Anderamboukane,Anderamboukane,Anderamboukane,15.422,3.0224,2,Al Naba; Undisclosed Source,Local partner-Other,"On 29 July 2023, presumed IS Sahel militants killed four civilians including an Arab near Anderamboukane (Anderamboukane, Menaka). The victims regularly come to the area to check on their livestock. IS Sahel claimed responsibility and said it killed three spies working for the Russian mercenary group Wagner.",4,,1693859501
MLI30577,28-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),Dozo Communal Militia (Mali),1,12,,466,Western Africa,Mali,Segou,Macina,Kolongo,Niagolobougou,13.9045,-5.8107,2,Undisclosed Source,Local partner-Other,"On 28 July 2023, a FAMa vehicle hit an IED likely planted by JNIM militants upon return from a FAMa and Donso (or Dozo) patrol in the areas of Niagolobougou and Alou-Were (Macina, Segou). Casualties unknown.",0,,1690821676
MLI30605,28-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Military Forces of Mali (2021-),,1,12,,466,Western Africa,Mali,Koulikoro,Nara,Nara,Tjiekere,14.9032,-7.0307,2,Al Zallaqa; FAMAMali; Twitter; Undisclosed Source,Local partner-Other,"On 28 July 2023, JNIM militants ambushed a FAMa patrol between Tjiekere and Akor (Nara, Koulikoro). Two soldiers were killed and another wounded, four militants were killed, five captured, weapons and equipment seized by the soldiers, and airstrikes carried out in response to the ambush which killed about ten militants. 16 fatalties coded. JNIM claimed responsibility.",16,,1690821676
MLI30640,28-Jul-23,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),Fulani Ethnic Group (Mali); Pastoralists (Mali),7,17,Civilian targeting,466,Western Africa,Mali,Koulikoro,Nara,Guire,Boudjiguire,14.8811,-6.8445,2,Undisclosed Source,Local partner-Other,"On 28 July 2023, a FAMa and Wagner patrol killed eight Fulani transhumant pastoralists near Boudjiguire (Nara, Koulikoro). It is likely that they were killed in retaliation or in connection to the ambush on the same day.",8,,1691427731
MLI30723,28-Jul-23,2023,1,Strategic developments,Strategic developments,Other,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,,466,Western Africa,Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,1,Facebook; Undisclosed Source,Local partner-Other,"Non-violent activity: On 28 July 2023, JNIM militants imposed an embargo on the town of Boni (Douentza, Mopti). No vehicles entered or exited the town. JNIM claimed responsibility.",0,,1693859501
MLI30591,27-Jul-23,2023,1,Political violence,Violence against civilians,Attack,JNIM: Group for Support of Islam and Muslims,,2,Civilians (Mali),,7,27,Civilian targeting,466,Western Africa,Mali,Segou,Tominian,Lanfiala,Tiouga,13.5547,-4.1183,1,Undisclosed Source; Xinhua,Local partner-Other,"On 27 July 2023, JNIM militants attacked the village of Tiouga (Tominian, Segou). At least 12 civilians were killed, two wounded, several abducted, five houses burned, and horses and small ruminants seized or killed. The attack mass displacement of the population to nearby urban centers.",12,,1690821676
MLI30592,27-Jul-23,2023,2,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Dozo Communal Militia (Mali),1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Segou,Macina,Kolongo,Alou-Were,13.8479,-5.8235,2,Undisclosed Source,Local partner-Other,"Around 27 July 2023 (between 27 - 28 July), FAMa and Donso (or Dozo) militiamen conducted patrols in the areas of Alou-Were and Niagolobougou (Macina, Segou). One person was killed and a large amount of livestock seized in the hamlet of Ouro Wayire.",1,,1690821676
MLI30595,27-Jul-23,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Mali (2021-),Wagner Group,1,Civilians (Mali),,7,17,Civilian targeting,466,Western Africa,Mali,Koulikoro,Nara,Nara,Nara,15.1687,-7.2847,2,Undisclosed Source,Local partner-Other,"On 27 July 2023, FAMa and Wagner forces carried out an air-supported operation in Gourouba, near Nara (Nara, Koulikoro). Two persons were killed.",2,,1690821676
MLI30601,27-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Dan Na Ambassagou,,4,24,,466,Western Africa,Mali,Mopti,Mopti,Konna,Abdoulkarim,14.8566,-3.854,2,Whatsapp,New media,"On 27 July 2023, JNIM militants ambushed Dan Na Ambassagou militiamen in the area of Abdoulkarim (Mopti, Mopti). Two militiamen were killed, a motorcycle burned, and cart seized.",2,,1690821676
MLI30604,27-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Forest Guards (Mali),,3,23,,466,Western Africa,Mali,Koulikoro,Dioila,N'golobougou,N'Golobougou,12.1757,-6.7169,1,Facebook; Undisclosed Source,Local partner-Other,"On 27 July 2023, presumed JNIM militants attacked the forest guard station in the village of N'Golobougou (Dioila, Koulikoro). Two persons were shot and severely wounded, a motorcycle burned, and the forest guard station and the credit union Kafo jiginew riddled with bullets.",0,,1690821676
MLI30606,27-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Police Forces of Mali (2021-) Gendarmerie,,1,12,,466,Western Africa,Mali,Kayes,Yelimane,Diafounou Diongaga,Diongaga,15.0749,-10.8782,1,Undisclosed Source; Whatsapp,Local partner-Other,"On 27 July 2023, presumed JNIM militants attacked the gendarmerie in the town of Diongaga (Yelimane, Kayes). One gendarme and one civilian were killed and the facility destroyed.",2,,1690821676
MLI30611,27-Jul-23,2023,1,Political violence,Violence against civilians,Abduction/forced disappearance,Dan Na Ambassagou,,4,Civilians (Mali),Ouro-Ngueou Communal Group (Mali),7,47,Civilian targeting,466,Western Africa,Mali,Mopti,Bandiagara,Lowol Gueou,Ouro-Ngueou,14.7967,-3.8377,1,Whatsapp,New media,"On 27 July 2023, Dan Na Ambassagou militiamen abducted the village chief in Ouro-Ngueou (Bandiagara, Mopti).",0,,1690821676
MLI30578,27-Jul-23,2023,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,JNIM: Group for Support of Islam and Muslims,,2,MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2021-),,8,28,,466,Western Africa,Mali,Tombouctou,Tombouctou,Alafia,Acharane,16.6314,-3.3256,1,Al Zallaqa; UN MINUSMA,Other-New media,"On 27 July 2023, a vehicle part of a withdrawal convoy hit an IED likely planted by JNIM militants in the village of Acharane (Tombouctou, Tombouctou). One peacekeeper was seriously wounded. JNIM claimed responsibility and said that at least two vehicles were damaged.",0,,1693859501
MLI30607,27-Jul-23,2023,1,Political violence,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Police Forces of Mali (2021-) Gendarmerie,,1,12,,466,Western Africa,Mali,Tombouctou,Niafunke,Lere,Lere,15.7118,-4.9118,1,Al Zallaqa; Twitter; Undisclosed Source; Whatsapp,Local partner-Other,"On 27 July 2023, presumed JNIM militants attacked the gendarmerie in the town of Lere (Niafunke, Tombouctou). Two militants and one gendarme were killed, and one gendarme was wounded. The soldiers also seized weapons and motorcycles. JNIM claimed responsibility and said it killed it least two gendarmes and wounded others (claim erroneously said on 28 July in Goundam).",3,,1693859501
